abasshen,abash
bareled,barrel
bārenesse,nakedness
bāre-vīs,bare
bargainer,bargainer
bargaining,bargaining
barǧe-man,barge
barker,tanner
barking,tanning
barlī,barley
baronesse,baron
barre,gate
barrester,barrister
barringe,barring
barwe,barrow
barwer,barrow
basīl,basil
basilicok,basilisk
basilicon,basil
bāsis,base
basklēs,basques
basse,kiss
bast,bark
bāsten,baste
basten,bast
bāstinge,basting
batel-ax,battle
batel,boat
batering,drubbing
bath,bath
bāthen,bath
bāthing,bathing
bāting,beating
battǒur,butcher
baulinge,barking
baxter,bakers
beæȝðed,seed
bebāthed,bathed
beberken,bark
beclēmed,defiled
becǒvered,covered
becroisen,across
bed,bed
bedāsed,dazed
bedasshed,bedecked
bedauen,dawn
bedden,bed
bedding,bed
bedust,dust
befǒulen,defile
beggen,beg
begger,beggar
beggestere,beggar
beggild,beggar
begging,begging
behāven,behave
behaving,behavior
beien,bend
belial,devil
belitter,birth
belle,bell
bel,bell
bel,bell
bellen,swollen
bel,bell
belling,swelling
belt,belt
belwing,mating
bencin,bend
benefactrīce,benefactor
beneficence,beneficence
benfesǒur,benefactor
benīgne,gentle
benked,benches
benker,bench
benking,benches
berberie,barberry
bērd,beard
bēre-bag,bag
bēren,barley
bērer,porter
berken,bark
berking,barking
bernacle,snaffle
bernen,barn
berobben,rob
best,best
besteined,stained
bēstelīnes,brutishness
bēstful,soul
bestǒuled,stained
bēth,lath
betrusten,entrust
bettre,better
betumques,bituminous
bēver,beaver
beweorpen,bestrew
bibbing,imbibing
bīble,bible
biblotten,blots
bicause,clause
biclad,clad
biclagged,bedaubed
biclūsinge,seclusion
bicompassen,encompass
bidagged,splashed
bidraveled,dirtied
bīen,bien
bīere,buyer
bifellen,fell
bifīnden,find
biflamen,flames
biflouen,flood
bigāpen,gape
bigge,big
bigger,builder
bigilten,guilty
bigrāve,engraved
bigrēden,berate
bigroue,grown
bigrucchen,begrudge
bihāted,hated
bihīden,hide
bihirnen,corner
bīinge,buying
bilagged,soiled
bile,bile
bilewhītnesse,kindness
bilīmen,lime
bilimpen,happen
billed,beaked
billinge,pecking
bilǒved,liked
binding,binding
binetlin,nettles
biquesten,bequeath
biquēthen,bequeath
biravished,bereaved
birch,birch
bireined,rain
bireuing,pitying
bireunesse,remorse
birie,bier
birien,burial
birier,buries
birīsen,phrase
birle,butler
birler,butler
birolled,flooded
birth,berth
birth,birth
birthe-ful,fruitful
birðen,born
bīsen,bis
bishop,bishop
bishopen,bestow
bishophōd,bishop
bishoplī,episcopal
bishop-rīch,bishop
bishunen,shun
bisīde,side
bisinken,sunk
bisitten,besiege
bismōken,smoke
bismorched,soiled
bismotered,soiled
bisorwen,sorry
bisont,bison
bisǒuthe,south
bisparcled,bespattered
bispitting,spitting
bisprenglen,besprinkle
bispringinge,sprinkling
bistaien,beset
bistāren,stare
bistaðed,beset
bistrīden,astride
bisulien,sully
bithinken,think
bithǒute,without
bithret,beset
bitilien,tilling
bītinge,biting
bitōkninge,meaning
bitor,bittern
bitrāced,streaked
bitraien,betray
bitraiinge,betrayal
bitraishen,betray
bitraisinge,betrayal
bitrappen,trap
bitraye,betrayal
bitreuthinge,betrothal
bitter,water
bittren,embitter
biterhēde,bitterness
biturnen,turn
bitwix-falland,falling
biveringe,shivering
biwreiing,divulging
biyētinge,begetting
blabben,blabbing
blaberinge,babbling
blaber-lipped,lipped
blab-lipped,lipped
blacche,black
blaccher,maker
bladdre,bladder
bladdring,blistering
blāden,blade
blāme-wǒrthī,blameworthy
blank,blank
blāsenesse,brightness
blasfēme,blasphemer
blasfēmen,blasphemy
blasfemǒus,blasphemous
blast,blast
blasting,blighting
blēchere,bleaches
blēchinge,bleaching
bledderī,blistery
blemūre,blemish
blenchen,flinch
blenchinge,turning
blērednesse,dimness
blērī,bleary
blessed,blessed
blessed-fullī,blessedly
blessednesse,blessedness
blessen,bless
blessinge,blessing
blētinge,bleating
bleu,blue
bleuish,bluish
bliknen,shine
blisted,breathed
blister,blister
blisteren,blistered
blistfulnesse,bliss
blistrī,blistery
blistring,blisters
blīthe,blithe
blō-berī,blueberry
blod,blue
blōish,bluish
blokker,block
blǒnderen,blindly
blǒndering,blindly
blǒnten,blunt
blosme,bloom
blosmen,bloom
blosmī,blossoms
blosminge,blossom
blotlēs,spotless
blotten,blots
blotting,blotting
blouen,blow
blouing,blowing
blustering,straying
bobel,bubble
bobelinge,rumbling
bocchere,patches
bōder,crier
boile,boil
boillen,boiling
boillinge,boiling
boilǒun,boiling
boistrǒusnesse,rashness
bǒket,bucket
bolās,bolas
bōld,bold
bōle,bull
bōlen,bull
bolisme,bulimia
bolking,belching
bolle,bowl
bollere,bowls
bollinge,bloating
bolstering,bedding
bolt,bolt
boltere,bolts
bǒmeling,buzzing
bǒnching,thumping
bondāǧe,bondage
bǒndelet,bundle
bōned,boned
bōnī,bone
bǒntere,bolter
bǒnting,bolting
borāǧe,borage
bordel,border
borg-panī,borg
borst-ax,boring
borwere,borrower
borwing,borrowing
bōstfullī,boastful
bōst-māker,boaster
botanicus,botanist
botel,bottle
botrassen,buttresses
bot-forke,fork
botheler,cottager
botme,bottom
botme-lēs,bottomless
botming,something
bǒtonen,buttons
bǒtǒuner,buttons
bǒuāble,pliable
bou-bakked,humpbacked
bǒuchart,hare
bǒudish,peevish
bouen,boar
bǒuking,bucking
bǒurding,joking
box,box
braggen,brag
bragger,braggart
brainen,brain
brāme,bramble
branded,brindled
brankand,prancing
brannī,bran
brash,crash
brāsier,bronze
brastlien,crashing
brauling,brawling
braunchen,branches
braunchī,branches
braundishing,brandishing
brēd,bread
brēdinge,spreading
bredth,width
breiding,braiding
brēkinge,tearing
brēme,bream
bren-water,burner
brērdful,brimful
bresten,break
bresting,breaking
brēth,breath
brēthen,breath
brēthere,utters
brēthinge,breathing
brēthlēs,breath
breuer,brewers
breueres,brewer
breuerīe,brewery
breu-ern,breweries
breu-man,brewer
breu-wīf,brewer
brībe,bribe
brībored,pilfered
briche,breach
brid,bird
bride,bridle
brīdel,bridle
bridlēs,birdless
brige,strife
briǧǧe,bridge
briǧǧed,bridged
brighte,brightly
brightlī,brightly
brightnesse,brightness
brike,brick
brimming,rutting
brim-stōn,brim
brine,fire
brīne,brine
bringen,bring
bringer,bringer
bringing,bringing
bristel,bristle
bristled,bristles
bristlī,bristles
britning,killing
britǒun,breton
britting,slaying
brittish,british
brocenlic,broken
brocster,broker
broilǒur,broiling
brōkerāǧe,broker
bronchen,crouch
broth,broth
broudered,embroidered
broudering,embroidery
broudester,embroiderer
brǒun,brown
brǒunen,brown
brǒunish,brown
brǒunnes,brown
bruche,breach
brūd-þing,wedding
brushe,bushes
brushen,rush
brushing,rubbing
brusket,brisket
brust,bristle
brustlen,crackle
brūtal,bestial
budden,buds
buffard,dullard
bughted,vaulted
būgle,bugle
buk-hīde,hide
bukking,rutting
bulb,bulb
bulberie,barberry
bulchin,bullock
bulǧe,bulge
bulked,bulk
bullion,bullion
bullok,bullocks
bulting,sifting
bunge,bung
bunne,bun
bunting,bunting
burblen,bubble
burdeux,bordeaux
burgh,burgh
burgher,burgess
burgoin,burgundy
burguinǒun,burgundian
burǧūr,burglar
burnisher,polishes
burnishing,polishing
burrī,burs
bursārie,bursar
burser,bursar
burstler,bristles
busard,buzzard
busking,making
busshel-ful,bushel
bustard,bustard
buter-flīe,butterfly
butteren,butter
buttoked,buttocks
buttrī,butter
cabān,cabin
cāble,cable
caboche,cabbage
cacching,getting
cadaverǒus,gangrenous
cāǧe,cage
cāǧer,cages
cāke,cake
cakeler,chatterer
cakeling,cackling
calamel,cane
calce,calcined
calch,chalice
calcināt,calcined
calculen,calculate
caldeow,chaldean
calf,calf
calfat-nail,nail
calflēs,calf
caliser,native
callen,call
caller,maker
callot,harlot
calm,calm
calmen,calm
calowȝnes,baldness
caltrappen,trap
calumnīe,false
calvārie,calvary
calven,calf
calwe,bald
cambric,fabric
cameliǒun,chameleon
camēū,cameo
camforāt,camphor
campi-mēter,camp
camūsed,nosed
cancelling,shearing
cancre-fīs,gangrenous
cancre-frēte,cancerous
cancrōsa,cancer
candel,candle
candel-stikke,candle
canīne,canine
canister,basket
canker,canker
canōnie,canons
canonistre,canon
canonizāciǒun,canonization
canonīzen,canonize
canonīzing,canonization
can-stik,candlestick
cānunk,canon
capadōs,cape
capax,capable
capias,capias
capillār,hair
capitainerīe,captaincy
cāpǒun,capon
cappen,cap
capper,maker
capping,cap
capstan,capstan
captenesse,mistress
captiven,capture
carcais,carcass
cardinalship,cardinal
cardinēr,cardinal
carding,carding
careine,corpse
carewei,caraway
carflen,card
cariāǧe,corpse
carīen,cart
carīing,carting
cariǒunī,carrion
carpe,carp
carpent,cart
carpenteren,carpenter
carpentrīe,carpenters
carre,cart
cart,cart
cartāǧe,carts
carten,cart
carterāǧe,cart
cartilāǧe,cartilage
cartilāǧinǒus,cartilage
carting,carts
carvan,caravan
carvel,caravel
cāsed,encased
cassel,casing
cassia,cassia
castel-līk,castle
castrāciǒun,castration
castrāt,castrated
castron,stone
cat,cat
catalempsī,catalepsy
catellain,catalan
catelōner,catalan
cathegorīes,categories
cathezīzer,catechist
cathirum,catheter
catirpel,caterpillar
cat-likked,licked
caumber,curved
causāl,cause
causāt,caused
causatīf,cause
cause,cause
causel,causal
causen,cause
causer,cause
causing,inducing
cautēle,cautious
cauteriatīve,cauterizing
cautēriing,cauterization
cauterizāciǒun,cauterization
cauterizant,cauterizing
cauterizātīve,cauterizing
cauterīzen,cauterize
cauterīzing,cauterization
cāve,cave
caverne,cavern
cavernǒus,caverns
cēdum,sedum
celeren,cellar
celering,storing
celestiāl,celestial
celestien,celestial
celestīn,celestial
celled,walled
celūring,paneling
cēnefectōrie,cenefectorie
censen,incense
censūre,censure
centaur,centaur
centenārie,centurion
centrāllī,centrally
cerberus,cerberus
cercle,circle
cerclen,circuit
cercling,circular
cerebellār,cerebellum
cer-foil,chervil
cerimoniāl,ceremonial
cerne,circle
cert,cert
certaining,ascertaining
certainlī,certainly
certificāciǒun,notification
certificatōrie,certificate
certiorārī,certiorari
certitūde,certitude
cessāble,assessable
cesse,decease
cessing,assessing
chacchen,accuse
chācinge,hunting
chaf-finche,chaffinch
chainen,chains
chaininge,linking
chalice,chalice
chalk,chalk
chalked,pale
chaltred,fettered
champartīe,champerty
chapeler,seller
chapelerī,scapular
char-cōl,charcoal
charǧeauntlī,carefully
charitifly,charity
charmere,sorcerer
charmeresse,sorceress
charret,chariot
chastelenie,castle
chāstelī,chaste
chastīement,punishment
chastīsement,punishment
chāstnesse,chastity
chatel,chattel
chatelein,castle
chaterestre,chatterbox
chattes,catkins
chaumbering,curtains
chaumberleinship,chamberlain
chaumbret,chamber
chauncel,chancel
chauncen,happen
chauncerīe,chancery
chaunderīe,candles
chaunǧe,change
chaunǧement,change
chaunǧen,change
chaunterīe,chanting
chaunting,chanting
chaveling,squabbling
chēkening,choking
cheker,checkered
chekerī,checked
chekinge,checkered
chek-māt,checkmate
cherī,cherry
cherlǒus,churlish
chervel,herb
ches,chess
chesible,chasuble
chest,chest
cheuen,chew
cheuinge,chewing
chevalrǒus,chivalry
chiche,chickpea
chīdinge,scolding
chiken,chicken
chīld,child
chīld-bed,child
chīld-birthe,birth
chīlden,childish
chīlde-stōn,childbirth
chīldinge,childbirth
chīldish,childish
chīldishlī,clumsily
chīldlēs,children
chīldlī,child
chīle,chyle
chillen,chilled
chīmbe,chimes
chīming,ringing
chimeringe,shivering
chin,chin
chine,chasm
chinned,chinned
chippinge,trimming
chirche-wǒrk,church
chirken,chirp
chirne,churn
chirnen,churn
chirninge,churn
chirpinge,chirping
chist,cyst
chiteren,twitter
chiteringe,jabbering
chiveringe,shivering
chōke,cheek
chopper,chopper
chopping,chopping
chōse,chose
chough,chough
chuffing,clowning
chukken,clucking
cīcle,cycle
ciel,ciel
cimenten,cement
cimenting,cementation
cimitērie,cemetery
cinamōm,cinnamon
circūlāre,circular
circumcīden,circumcise
circumcīsing,circumcision
circumcisiǒun,circumcision
circumscripciǒun,inscription
circumspectlī,prudently
circumstanciāted,accompanied
cisǒurs,scissors
cisterne,cistern
cisternesse,cistern
citier,citizen
citōling,playing
citrīne,citrine
citronāde,citron
cīve,chive
civīle,civil
civīl,civil
civilien,civil
clagged,covered
claim,claim
claimand,claimant
claimen,clamor
claimer,claimant
clamber,clamp
clambren,climb
clamering,climbing
clamp,clamp
clank,clank
clap,clap
clapping,clanging
clare-cord,clavichord
clarifīing,clarifying
clariǒun,clarion
clariǒuning,clarion
claspe,clasp
clasping,clasps
claterer,chatterer
clatering,chattering
claued,claws
claused,enclosed
clause-mēl,clause
claveren,clamber
clavi-cord,clavichord
clei,clay
clemence,clemency
clement,lenient
clementīnes,clementine
clencher,clinching
clennessābylle,cleansable
clenser,cleanser
clensing,cleaning
clent,cliff
clerǧīe,clergy
clerk,clergy
clerkhōd,clerical
clerkshipe,clergy
clēt,cleat
clēth,cloth
clēthen,clothes
clif,cliff
cliketed,latched
clinken,clang
clinking,tinkling
clint,cliff
clipsī,eclipsed
cliver,cliff
clīver,cleavers
clodden,clot
cloddī,clots
clodre,clot
clodred,lumped
clodrī,clots
clodring,clotting
clōen,claw
clok,cluck
clōke,cloak
clok,clock
clokken,clucking
clōm,clay
clǒmpred,lumped
clōsel,clasp
clōsing,closing
clot,clot
clōth,cloth
clōthen,clothe
clōthing,clothes
clōthlēs,clothes
clotten,clods
clottī,clots
clǒud,cliff
clǒudelēs,cloudless
clǒuden,clouds
clǒudīǒus,cloudy
clǒuting,patching
clōve,cleft
clōver,clover
club,club
clubber,clubs
cluster,cluster
cōacciǒun,coercion
cōagūlāciǒun,coagulation
cōaguling,clotting
cōambassatǒur,ambassador
cōarbitrār,arbitrator
cōarting,pinching
cobeler,cobbler
cōcanǒun,canon
cocodril,crocodile
cocting,decoction
coctūre,cautery
codicil,codicil
codling,cod
cōemperǒur,emperor
cōēquāl,equal
cōessenciāl,essence
cōēternāl,eternal
cōēterne,coeternal
cōexecūtǒur,executor
cōexecūtrīce,executor
cōexistence,existence
cofrelet,chest
coǧitāble,conceivable
cōheir,heir
cōherciǒun,coercion
cohorted,composed
coilinge,culling
coinen,coins
coininge,minting
coinǒur,coins
coke-belle,bell
cokel,cockle
cokeringe,coddling
cokewold,cuckold
cōld,cold
cōlden,cold
cōldhēde,coldness
cōldnesse,coldness
colerien,choleric
coliandre,coriander
colik,colic
colindor,colander
collecciǒun,collection
collecten,culled
collides,colic
colligaunce,ligament
collision,collision
coloine,cologne
cǒlǒrāt,colored
cǒlǒuren,color
cōl-pit,pit
colre,bile
colt,colt
coltish,colt
columbīne,columbine
columpne,column
comaunment,common
cōmb,comb
combatant,combat
combīnen,compile
combustaunce,combustion
cǒmelednesse,numbness
cǒmen,come
comēte,comet
cǒmfort,comfort
cǒmfortāble,comforting
cǒmfortlī,comfort
commāter,godmother
comaundāble,controllable
commencing,beginning
comendāble,commendable
commendement,commendation
comment,commentary
commentāries,comments
commentātōr,commentator
commissen,commit
committāble,assignable
committing,commitment
commixtiǒun,mixing
compactūre,composition
cǒmpaignīen,companions
compair,companion
cǒmpanāǧe,company
comparāciǒun,compared
comparāǧen,compare
compāren,compare
comparer,comparison
comparisǒuning,matching
compartener,partakes
compellāble,answerable
compelling,compulsion
compendiǒuslī,concisely
compensāciǒun,compensation
comperuccion,conjunction
compīlaciǒun,composing
compīlen,compose
compīling,compilation
complaunten,plant
complēciǒun,completion
compleināble,lamentable
compleinaunt,complaint
complētelī,completely
complexionāt,composed
complexioned,complexioun
complicāciǒun,complication
complīce,accomplice
complishment,completes
compōsen,compose
compǒuned,complex
compǒunedly,complicated
compǒuninge,mixing
comprehendinge,understanding
comprehensiǒun,comprehension
comprehensivelī,comprehensively
compressing,squeezing
comprīsed,contained
cǒmsen,come
concāved,hollowed
conceit,conceit
conceitful,conceived
conceivābilnes,conceivability
conceiven,conceive
concēlement,concealment
concentrik,concentric
concīlen,reconcile
concitisein,citizen
conclūden,constrain
conclūdinge,conclusions
conclūsen,confine
concommissārie,commissioner
concordāble,consonant
concorporāt,incorporated
concūbināǧe,concubine
concūbīn,concubine
concurren,concur
concurrent,concurrent
concurrentlī,concurrently
concussiǒun,contusion
concussīve,contusion
condempnen,condemn
condicionāllī,conditions
condicionāt,conditioned
condiciǒunlī,condition
condistinct,substance
