a-bac,backwards
anteferren,date
antein,song
antelette,antler
antera,pollen
anterien,toward
anteriorāciǒun,multiplication
antethēme,theme
anti-,anti
anticipāciǒun,Routine_Paps_should
antidōtārie,medicines
antidōt,medicine
antimarītes,quot
antimber,phil
antimōnie,antimony
antioch,potion
antipōdes,antipodes
anti-pōpe,swiftest_conclaves
antiquaile,age
antiquāt,old
antispasāt,opposite
antispasen,side
antispasing,opposite
antispasi,blood
antipaste,blood
antipasticon,antispasis
antispated,opposite
antitesis,gram
anton,anthony
antrax,syphilis
antropomorfites,sect
anugged,disgusted
an-under,underneath
an-uppe,onto
ānus,see
anvelt,anvil
anwāld,power
anwālden,overpower
anweald,powerful
anwealdnesse,power
anwenden,escape
ān-wherrfeddleȝȝe,strive
aǒuren,worship
aǒurnen,furnish
ap-,latin
apaiement,payment
apaien,satisfied
apainen,pains
apaire,couples
apallen,fade
apart,apart
apartī,particularly
apartlī,separate
apās,step
apassen,pass
āpe,ape
apēchement,accusation
apēchen,accuse
apēchinge,impeachment
āped,ware
āpe-galle,inflammation
apeirement,deterioration
apeiren,harm
apeirere,corrupter
apeiringe,deterioration
apelder,surnames
apeluchier,fault
apērcen,pierce
aperǧen,exculpate
apēriāl,openly
ā-per-sē,unique
apert,plain
apert,plainly
apertelī,clearly
apertement,plainly
aperten,open
apertīven,pores
apertūre,opening
āpeshipe,ape
apiken,adorn
āpish,ape
apium,celery
aplāce,exist
aplat,flat
apleisen,please
apley,jest
aplight,nai
aplighten,oath
apocrifary,emissary
apocrifāt,apocryphal
apofleumatic,phlegm
apoint,capability
apollinarist,adherent
apologe,apology
apoloǧetik,apology
apoplexie,apoplexy
apostasīe,male_headship
apostatā,moral_relativist
apostazīed,apostate
apostelīn,quot
apostemaciǒun,inflammation
apostemāl,inflamed
apostemāt,inflamed
apostemǒus,inflamed
apostle,apostle
apostlehēd,apostle
apostlesse,disciple
apostoile,pope
apostolācīe,apostles
apostolāt,apostle
apostolicāl,apostolic
apostolicon,ointment
apotecārie,pharmacist
apoveren,impoverish
apparāǧe,decorations
apparāǧen,equal
apparantie,dissembling
aparaunt,clearly
apareil,accouterments
appareilment,furnishings
apareilen,prepare
apareilling,preparation
apparement,apparel
appāren,disguise
appariciǒun,semblance
aparisaunce,outward
apparisaunt,manifest
apparitǒur,officer
apparūre,trappings
appatīce,accordance
appatīsen,terms
apatisment,exacted
apēl,challenge
apēlen,disqualify_Atiku
apēling,reconsideration
appellāt,accused
appellant,appellant
apellǒur,accuses
apendaunt,appurtenances
apenden,possession
appens,reflection
appensiǒun,weighing
aperāǧe,appearance
apperceivaunt,cognizant
aperceiven,aware
aperceiving,detecting
apēren,phenomenon
appēring,appearance
appēringlī,visibly
apertēnen,right
appēsement,pacification
apēsen,reconcile
appēser,allays
appēsing,reconciliation
apēten,desire
appetent,inclined
appetīble,urge
apetīt,preconscious
apetīten,phil
appetīting,organism
appetītlī,appetite
applāde,dessert
applauden,praise
applause,commendation
applī,roundish
applīāble,compliant
applīaunt,obedient
applicāciǒun,application
applicāt,attached
aplīen,apply
applīing,application
appliquen,arrogate
appodiāciǒun,prop
appodiment,prop
apointement,agreement
apointen,decide
aport,mother
appōsail,inquiry
apōsen,question
appōser,auditor
appōsiciǒun,gram
appōsinge,questioning
apprailere,dish
appreciāble,worthy
appreciāciǒun,appraised
apprehenciǒun,comprehension
apprehenden,grasp
apprehendinge,senses
apprehensīble,capable
apprehensīve,comprehending
apreisen,esteem
appreiser,Puh_lease_gimme
appreising,praise
aprentīs,practicing
aprest,loan
aprīse,warlike
apprīsement,estimate
aprīsen,esteem
apprīser,admirer
apprīsing,exegesis
apprōbāciǒun,endorsement
apprōbāt,probate
apprōbāten,endorse
apprōcēden,lead
apprōche,arrival
aprōchen,nigh
apprōching,infringement
approperlī,inherent
appropinquāciǒun,closer
apprōpren,acquire
aprōpriāciǒun,annexation
apprōpriar,endowment
apprōpriāten,apply
apprōpring,annexation
apprōument,utilization
aprǒuen,assign
apprǒuer,Wallet_conservators
apprǒuing,utilization
approximāciǒun,close
approximāt,close
approximāten,put
apurtenaunce,non_delegable
appurtenaunt,belongs
aprende,comprehension
apresslī,expressly
aprikien,spur
apt,suitable
apten,fit
aptes,aptitudes
aptitūde,tendency
aptlī,natural
aptūāt,causes
aqua,decoction
aquāken,tremble
aqua-patis,sauce
aquecchen,tremble
aqueintāble,gracious
aqueintācion,acquaintance
aqueintance,friendship
aqueinten,acquainted
aqueinting,fellowship
aqueintīse,costume
aquellen,kill
aquenchen,extinguished
aquesten,execute
aquēðen,resound
aqueþer,bath
aquikien,revive
aquila,constellation
aquīlen,obtain
aquilǒun,northeast
aquitaille,behavior
aquitaunce,compensation
aquitancen,recompense
aquitement,settlement
arabe,arabic
arabes,arabs
arabī,arabic
arāble,arable
arabot,callus
arācen,pull
aracontalides,sapphire
arāǧe,rage
arāǧed,enraged
aragon,aragon
aragoner,native
aragǒuneis,aragon
arailen,train
arain,spider
arainen,lead
araisen,higher
araiser,raises
arank,rank
arape,rush
arāse,rush
arāsen,rouse
arasten,wrest
arāten,berate
araundǒun,rush
ara-wǒrt,flowering
arbe,tool
arbitǒur,dispute
arbitrāciǒun,dispute
arbitrārie,discretion
arbitrātǒur,arbitrator
arbitrement,quasi_judicial_proceeding
arbitren,arbitrator
arbitresse,umpire
arblastrīe,crossbowmanship
arbolet,omelet
arborīe,trees
arbre-sek,tree
arbust,trees
arcachaf,herb
archāde,arcady
archanǧel,archangel
archanǧelīk,archangels
arch,arch
archebishophōd,archbishop
arche-chaunter,choir
arched,arch
arche-dēnerīe,province
arche-flāme,jurisdiction
archeprēstship,deanery
arche-prētǒur,priest
archerīe,archer
arche-stōl,archbishop
arche-temple,sanctuary
arche-tǒur,main
arche-wīf,woman
archidiaconāl,belonging
archiprothopapaton,prelate
archi-sinagog,priest
archi-tectǒur,superintendent
archites,constellation
archtriclin,feast
arcister,liberal
arcūāciǒun,curving
arcūāt,curved
arcubalist,crossbow
arcul,measure
ardaunt,passionate
ardauntlī,ardently
ar-dawe,dais
ardentnesse,ardor
ardǒur,heat
āre,altar
ā-rē,gamma
arecchen,illustrate
arēchen,get
arechetes,hematite
aredden,liberate
arēdels,riddle
arēden,guess
arēdī,ready
arēdien,prepare
arēdilī,properly
arēdīnes,readiness
arefacciǒun,emaciation
arefact,emaciated
areimen,redeem
areinen,provision
areisǒun,account
āren,mercy
arendren,convey
arenge,rank
arenǧen,battle
arēning,disposition
arēnǒus,particles
arenten,rent
arēpen,seize
arērer,awakens
arēringe,bulging
arēs,assault
arēsen,rush
arēsoner,harangues
arested,barbed
arēstnesse,spoiled
arēstesse,spoiled
aretten,attribute
areuen,pity
arēven,rob
ārfastlīche,piously
ārfest,gracious
ārfestnes,kindness
argālia,catheter
arǧent,silver
arǧentārie,silversmith
arǧentīne,silver
argh,timid
arghen,fearful
arghhēde,cowardice
arghlī,disgracefully
arghnes,timidity
arghshipe,cowardice
arghthe,cowardice
arǧilla,clay
arǧillǒus,soil
arǧirītes,precious
argoil,tartar
argūen,argue
argūer,critic
argūing,convince
argūment,reasoning
argūmentāciǒun,convince
argūmenten,consider
argūmenting,reasoning
argus,argus
argus,deer
argūte,lively
ariāl,constellation
ariēl,temple
ariǧǧe,backwards
a-right,right
arighten,right
aright-half,right
arīmen,count
arīnen,lay
aring,everywhere
aropagīte,met
arīpen,bring
arīsen,sitting
arīser,peace
arīsing,SECOND_SPOT_DISPATCHES_FROM
arismeticallī,methods
arīsnesse,resurrection
arist,sun
ariste,awn
aristinctus,medicinal
aristoloǧīe,medicinal
arīvāǧe,disembarkation
arīvaille,disembarkation
arīve,ashore
arīven,reach
arīving,destination
arixlien,dominate
ark,ark
ark,ark
arled,spotted
arm,arm
arme-lengthe,length
armen,oneself
armenīe,bole
armes,weapons
arm-ful,armful
arm-grēt,arm
arm-herted,contrite
armhertnesse,contrition
arm-hōl,armpit
armille,bracelet
arminak,french
arming,arming
armipōtent,battle
armlīch,grievous
armlīche,wretchedly
armoise,vulgaris
armoniak,sal
armonicāl,tuneful
armorace,horseradish
arm-pit,hollow
armüre,arms
armūre-lēs,defenseless
arnaldus,coin
arne,computation
arnement,pigment
aroboth,bone
aromaticāl,fragrant
aromatik,aromatic
aromatiknes,spiciness
aromatīzen,fragrant
arōmaunt,aromatic
āron,robin
arǒn,passed
arōst,roasted
aroue,row
arǒum,away
arǒund,circumference
arǒuten,lament
arpentiēr,surveyor
arpīe,harpy
arrācen,root
arrad,afraid
arrāǧe,feudal
arrai,mustering
arraien,organize
arraiing,preparing
arraiment,preparation
arraser,maker
arre,vexing
arrēde,counsel
arreinement,arraignment
arreinen,ask
arren,exasperate
arrērāǧe,debt
arrēre,back
arrēren,back
arrērs,balance
arriān,doctrines
arrīout,revelry
arrogaunce,arrogance
arrogaunt,overweening
ărs,rectum
arsis,raising
arsmeche,culrage
arsmetrīe,arithmetic
ars-metrīk,science
arsǒun,pommel
ars-smerte,smartweed
ars-ward,backwards
art,rote_memorisation
artab,south
artapides,monsters
arteler,arms
artelrīe,implements
artemāǧe,magic
artemesīe,vulgaris
arten,restrain
artēriāl,pulmonary
artērie,arterial
arthomel,poultice
article,Old_Testament_scriptures
articled,point
articlen,charge
articūlāciǒun,joining
articūlēr,joints
articūlēr-wīse,point
artificiāl,artificial
artificiāllī,skillfully
artificie,skill
artīk,north
artilaunce,arms
artilǒus,skilled
artlīche,skillfully
artophilax,ward
artos,major
artunēl,crease
artūr,constellation
arudand,growing
arudden,liberate
arūmðe,wide
arvel,funeral
arveð,hard
arveðlīch,hardship
arveðlīche,miserably
arveðnesse,hardship
arveþ-sīþ,misfortune
arwe,arrow
ār-wurð,reverence
ār-wurðen,honor
ārwurðlīce,honorably
ārwurðnesse,reverence
arzachel,astronomer
as-,latin
asad,satiated
asa-fetida,asafetida
asāken,renounce
asald,upstart
asaleni,upstart
asāmen,rally
asaumple,illustrative
asaut,rut
asāwen,sown
ascaunce,pretending
asceken,passed
ascellar,vein
ascence,rise
ascenden,climb
ascendent,ecliptic
ascending,upward
ascensiǒun,dai
ascensōrie,dais
aschachiles,necrosis
ascarides,intestinal
aschītes,pseudoaneurysm
ascof,scorn
ascoile,scowl
ascomfit,frustrated
ascorn,scornfully
ascorten,fail
ascri,cry
ascrīben,arrogate
ascrīen,cry
ascrīven,attribute
ascroue,escrow
ascūren,chase
asecgen,describe
aseȝen,sit
aselle,ass
āsen,bait
asenchen,submerge
asenden,send
aserchen,probe
aserching,inspection
asēren,dry
asetten,put
aseuen,compatible
asfodil,medicinal
ashāme,ashamed
ashāmed,ashamed
ashāmen,shame
ashed,shed
ashēring,shaving
asheulen,scare
ashǒnen,escape
ashorten,spasm
ashōre,ashore
ashrenchen,deceive
ashunchen,frighten
asīde,side
asīde-half,aside
asīde-hand,aside
asīdelī,indirectly
asīdelings,side
asīde-ward,horizontally
asīen,collapse
asinging,sung
asinken,sink
asitten,withstand
asiwen,follow
aske,newt
asked,request
asken,clause
askenen,request
asker,asks
asking,questioning
askinglī,question
askoin,slant
aslāken,alleviate
aslant,angle
aslēn,slay
aslēpe,asleep
aslēped,drowsy
aslippen,away
aslōp,wrong
aslouȝt,slant
asma,breathing
asmēȝen,examine
asmellen,scent
asoft,soften
asolkenesse,sloth
asǒnderlī,quot
asǒndren,separated
asǒndrī,shatter
aspaid,sluice
aspāren,afford
aspe,aspen
aspecciǒun,observation
aspect,By_Jonas_Elmerraji
aspectaunce,expression
aspected,aspect
aspectūāl,planet
aspenden,devote
asper,coin
asperāciǒun,harshness
asperāǧes,asparagus
asperaunt,bold
aspalt,asphalt
aspiaunce,investigation
aspide,asp
aspīe,scouting
aspīen,spy
aspīere,scout
aspīeresse,woman
aspīinge,spying
aspīinglī,treacherously
aspillen,ruin
aspirāciǒun,inspiration
aspirement,breathing
aspīren,aspire
aspīsen,disdain
aspīwen,vomit
aspoilen,undress
aspre,harsh
asprelī,harshly
asprenesse,harshness
aspringen,leap
asquāre,aside
asquint,squint
assafati,pustules
assai,Au_AA##
assaien,test
assaiinge,investigation
assaile,invasion
assailen,attack
assailing,attack
assart,land
asaut,attack
asauten,assault
asse,questlove_@
assectur,executor
assecūten,attain
asēǧe,siege
asēǧen,besiege
asēǧinge,siege
assek,mercury
asēlen,seal
asse-līk,resembling
assēling,seal
assemblāble,comparable
assemblaunce,misrepresentation
assemblement,army
asemblen,gather
assemblen,simulate
assemblinge,gathering
assent,assent
assentaunt,compliant
assenten,consent
assenting,connivance
assēǒur,seating
asserciǒun,declaration
asserere,asserts
assertīvelī,assertion
assertǒur,asserts
aserven,By_Elise_Viebeck
assessāble,liable
assessen,allot
assessing,sum
assessiǒun,assessment
assessorī,assistant
assessǒur,adviser
assh,ash
asshe,ashes
assheler,stone
asshlered,hewn
asshen,ash
asshe-wednesdai,ash
assidēis,hasidim
assidūāciǒun,constant
assidūēl,constant
assidūen,persist
assīgnābilī,assignably
assīgnāble,attributed
assignāciǒun,fees
assignāt,specified
assīgnement,request
assīgnen,allot
assīning,request
assīgnǒur,assignee
assimilāciǒun,assimilation
assimilāten,resemble
assiriens,assyrians
assiries,assyrians
assīse,deliberations
assīsen,make
assīsǒur,sworn
assisten,help
assistent,helps
assisting,aiding
assistǒur,supporter
assōbren,sober
assōcien,ally
assoilen,sin
assoiling,absolution
assǒmonen,summon
assǒmons,commander
assorte,company
asōten,fool
assouden,enlist
assouled,defiled
assūmen,use
assūming,appropriation
assummen,summarize
assumming,summarizing
assumpciǒun,festival
assumpt,premise
assumpten,ascend
assumptīf,humours
assūraunce,pledge
assūre,pledge
assūred,oath
assūren,promise
aswāǧen,relieve
astahelede,established
astaunchen,restrain
asteint,corrupt
asteinten,extinguish
astēlen,slip
astellen,establish
astenchen,stench
āster,aster
asterisk,asterisk
asterīte,gem
asterten,rush
asterven,starve
astīen,descend
astīfled,dislocated
astinten,stop
astiren,aroused
astirunge,stimulation
astīunge,ascension
astīvien,grow
astoffen,suffocate
astǒnen,stun
astōr,stock
astōre,reserve
astōren,provide
astrai,animal
astraied,aimlessly
astraien,mil
astrailī,see
astranglen,strangle
astrecchen,humility
astreinen,bind
astrelabie,astrolabe
astrengthen,strengthen
astrict,obligated
astrīf,strenuously
astrion,moonstone
astrīved,torn
astroloǧīe,astrology
astronomīe,science
astronomie,astronomer
astronomien,astrologer
astrǒut,outward
astrūen,destroy
astsyche,shellfish
astudien,meditate
asūr,saffron
aswelten,perish
aswēren,promise
aswēved,dulled
aswīde,denied
aswīken,cease
aswinken,earn
aswippen,slash
aswolkenesse,indolence
aswolwe,devoured
aswōte,sweat
at-,meaning
atāken,catch
atāmen,subdue
atariing,tarrying
atāsten,test
ataunt,drink
atazīr,influence
atbar,carried
atblenchen,get
at-brēken,escape
atbresten,escape
atbroide,diverted
atcrōpen,crept
atdāren,escape
atdradde,frightened
ātel,terrible
atelīch,hideous
atelīche,dreadfully
atellen,express
atemien,oneself
atēorien,fail
atēoriendlīc,perishable
atēowednisse,manifestation
atermined,end
atfallen,fall
atfāren,escape
at-fōre,sight
atglīden,pass
atgōn,away
a-þat,conj
aþel-boren,fig
at-hēlen,hide
āthel-fullest,noblest
aþened,stretched
at-hīnden,behind
athinken,regret
athinking,remorse
athlēte,athlete
að-neowe,ready
at-hōlden,keep
aþrang,herd
a-þrēp,gang
athresten,closely
aþreu,dismount
a-thrǒme,crowd
a-thrōted,throttled
aþrusmen,smother
athurst,thirst
aþwēan,cleanse
atiffement,decoration
atiffen,beatify
atīl,warfare
atīlen,equip
ātīne,joust
atinkār,crude
atīr,armor
atīren,ready
atīring,dress
atīsen,incite
atkam,escaped
atlant,atlantic
atlantik,atlantic
atlāðed,loathed
atlēden,deprive
atlēten,forgive
atlicgen,lie
atlīchen,disfigure
atlinge,calculation
atluppen,undo
atlutien,concealed
at-ōld,gen
at-ōnen,reconciled
atonsen,tonsure
atǒunt,daze
atǒur,manners
at-our,throughout
at-ræd,horseback
atrament,pigment
a-traverse,disagreement
at-rēchen,get
atrechered,tampered
at-rēden,outwit
atreien,distress
atrēken,get
at-rennen,run
atrētāblī,carefully
a-trīen,determine
at-rīne,touch
at-rīnen,strike
atrion,north
atrionāl,northerly
atriplex,orach
a-tristen,trust
atrot,apace
at-rǒuten,escape
atrukien,exhausted
atsāken,disown
atscāpen,escape
atshāken,away
at-sitten,resist
atslīken,vanish
atslōpen,vanished
atsomne,together
atsprǒng,sprung
at-sterten,get
at-stunten,stop
at-stutten,stop
attabī,heavy
attach,seizure
attachement,writ
attacher,custody
attaching,arrest
attāmen,injure
attāminge,broaching
atteinauntlī,successfully
atteindre,conviction
atteinen,attain
atteinte,felony
atteinten,overtake
atteintinge,condemnation
attēmen,think
attemperāt,moderate
attemperatlī,moderation
attemperūre,constitution
attemprance,moderation
attempren,control
attempringe,guiding
attemptance,violation
attemptāt,infringement
attemptāten,commit
attemptātǒur,violator
attempten,seek
attempting,assault
attemptǒur,offender
attenciǒun,attentiveness
attendāblī,attentively
attendance,Kieron_shrugs
attendant,considerate
attendauntlī,devoutly
attendement,endeavor
attenden,attention
attendere,observer
attente,mind
attentelī,attention
attenūāciǒun,emaciation
attenūāt,body
attenūen,consistency
atter,venom
atter-cop,spider
atterlīch,horrible
atterlīche,death
atterling,shrew
atter-lōthe,herb
attern,venomous
atternesse,maliciousness
attǒurnei,appoint
attǒurnement,acknowledgment
attǒurnen,turn
attǒurner,attorney
attǒurning,return
attracciǒun,contraction
attracten,attract
attracting,elimination
attren,infect
attrī,poisonous
attribūt,humors
attrīces,abrasions
attriciǒun,fragmentation
attrīt,worn
attrūance,edification
attyd,admissible
atwailden,possession
atwapen,escape
atwein,separated
atwicchen,pull
atwīnden,away
atwin,separate
atwinnen,perish
atwisten,chide
atwīten,blaim
atwītinge,reproaching
at-wōt,departed
atwrenchen,escape
atynen,open
aube,surplice
auburn,laburnum
auctorīsāble,trustworthy
auctorīsātiōn,legal
auctorīsement,approval
auctorīsing,authorization
auctoriste,student
auctoritātīvelī,authority
auctǒur,intelligent_lifebuoy
auctrīce,authoritative
auctrix,woman
audience,earshot
aue,reverence
aueful,reverence
auefullī,awe
auefulnesse,awe
aulēs,irreverent
auelī,awe
auen,fear
auenesse,awe
augard,pride
aught,fear
aughte,goods
aughte-man,man
auǧisten,adjust
augment,severity
augmentāble,increased
augmentāciǒun,CHARLES_WALLACE
augmenten,add
augmenting,symptom_flare_ups
augrīm,arabic
augur,foretells
augūrīe,divination
august,august
auk,right
auklī,unbecoming
auk-ward,backhanded
aukwardlī,falsely
aumenēr,alms
aumenerī,alms
aunāǧe,inspection
auncestre,ancestor
auncetrel,ancestor
auncestrīe,ancestors
aunciel,age
auncien,Archeologists_unearth
aun,beard
aunen,show
aunǧel,god
anǧelet,coin
anǧelicāl,angelic
anǧelīk,angel
aunǧelīk,angel
anǧellīch,angel
anǧellī,angel
aunǒur,inspects
aunte,mother
auntren,happen
auntrǒuslī,perchance
aura,breeze
aurēāl,gold
auricalke,alloy
auricle,auricle
auricūlēr,confession
aurīga,fig
aurigō,jaundice
